gene	color	max_enrichment_bins
SDS	#eaf2fb	1.5482160817622017
SEC11C	#f5fafe	1.0919142136417506
SEC14L3	#e7f0fa	1.6740907738730897
SEC14L5	#f7fbff	1.0026837011411458
SEC16B	#eaf3fb	1.5058673335869417
SEC23IP	#ecf4fb	1.4520396975998708
SEC24D	#f6faff	1.053085228727443
SEC31B	#e8f1fa	1.601427391674372
SEC61G	#a6cee4	3.798033859783173
SEC62	#cfe1f2	2.64502908707562
SECISBP2L	#f3f8fe	1.1581921291239368
SEH1L	#aacfe5	3.694487475828533
SELM	#d3e4f3	2.442681760339029
SELP	#f1f7fd	1.2581648334502642
SELPLG	#f6faff	1.0489402481371892
SELT	#f2f7fd	1.2262068288515249
SEMA3A	#e8f1fa	1.5985820535344741
SEMA3B	#ccdff1	2.7604457030261886
SEMA3C	#ddeaf7	2.0347270092681358
SEMA4D	#eff6fc	1.3292872288450952
SEMA4F	#f7fbff	1.000937922027526
SEMA5B	#c6dbef	3.013263804738011
SEMA6A	#f0f6fd	1.3082180917314221
SEMA7A	#f1f7fd	1.278398808932462
SENP1	#f2f7fd	1.246628232060097
SENP2	#e7f1fa	1.6387760786293932
SENP5	#f3f8fe	1.164166700244564
SEPHS2	#eff6fc	1.3143804854398615
SEPT11	#e1edf8	1.9043953733732122
SEPT2	#eff6fc	1.3367956852720049
SEPT6	#ddeaf7	2.03878851129804
SEPT9	#deebf7	2.018161171505475
SEPW1	#d7e6f5	2.281419111870803
SERF2	#d0e1f2	2.6094184271457785
SERINC4	#eef5fc	1.3580245344166029
SERPINA10	#f4f9fe	1.1397445862109485
SERPINA9	#f7fbff	1.0129882970731967
SERPINB1	#ecf4fb	1.4385377232553702
SERPINB10	#e2edf8	1.8701649913493061
SERPINB8	#e3eef8	1.826683691603692
SERPINB9	#ccdff1	2.7746922339777673
SERPIND1	#f6faff	1.031387342210947
SERPINE1	#f4f9fe	1.1409758190931631
SERPING1	#deebf7	2.0271318959827753
SERTAD3	#dbe9f6	2.139018881484888
SESN3	#e0ecf8	1.9301344855907165
SET	#d0e2f2	2.580883246997141
SETD3	#ebf3fb	1.4697877455404007
SETD4	#d4e4f4	2.410340432533177
SETD5	#ecf4fb	1.4573996908955986
SETD6	#e2edf8	1.8584994626801528
SEZ6	#ebf3fb	1.4991090564388174
SF1	#eaf3fb	1.5138837089533068
SFMBT2	#d1e2f3	2.5329302274004815
SFR1	#e6f0f9	1.690937602795699
SFRP4	#e2edf8	1.8624090169611751
SFT2D3	#f6faff	1.060261039890504
SFTPA1	#f3f8fe	1.1808380609713216
SFTPB	#e7f1fa	1.6356520285171325
SFTPC	#e8f1fa	1.6039217291878982
SFTPD	#e8f1fa	1.6086271415194568
SGCB	#d3e4f3	2.443464892247871
SGCZ	#ebf3fb	1.470086907441365
SGIP1	#eef5fc	1.379183007307933
SGK1	#e7f0fa	1.6686924254495699
SGMS1	#eef5fc	1.362593472561684
SGPL1	#e8f1fa	1.6221602036506741
SH2B1	#e0ecf8	1.9318275979324122
SH2B2	#e7f1fa	1.6400989321227168
SH2B3	#f6faff	1.0523693270260943
SH2D1A	#d3e3f3	2.4869020868750873
SH2D3A	#f1f7fd	1.2529201663031933
SH2D3C	#e0ecf8	1.9071440393484074
SH2D7	#e2edf8	1.8574069247226073
SH3BGRL3	#f0f6fd	1.312170047211019
SH3BP2	#f2f8fd	1.2111168063106446
SH3BP4	#dce9f6	2.094111714823151
SH3BP5	#d6e6f4	2.3341032144656815
SH3BP5L	#f6faff	1.0603809052444182
SH3D21	#f5fafe	1.0757578205198401
SH3GL3	#f5f9fe	1.119148506319128
SH3TC1	#eff6fc	1.3188227247041295
SHC2	#cbdef1	2.809018531161892
SHCBP1	#caddf0	2.853029102445788
SHD	#e8f1fa	1.6068781073303735
SHF	#eef5fc	1.3762636574407312
SHISA2	#e3eef9	1.8073151711707809
SHISA4	#d0e2f2	2.56509535424927
SHISA6	#eaf2fb	1.5385594441936636
SHISA8	#e5eff9	1.7296809167792482
SHPK	#eaf2fb	1.5417191290918573
SHROOM1	#f7fbff	1.0041094588860564
SHROOM4	#cfe1f2	2.647215965396316
SIAE	#f1f7fd	1.266977253352209
SIGIRR	#d0e2f2	2.567023481064988
SIGLEC12	#e3eef8	1.8403466795454937
SIGLEC5	#eff6fc	1.3286531015457574
SIGLEC8	#dfecf7	1.9619848529768174
SIGLEC9	#cddff1	2.720198921634727
SIGMAR1	#e5eff9	1.7369012964465935
SIK1	#d6e5f4	2.3529610478235456
SIK2	#bad6eb	3.289237838162804
SIMC1	#eff6fc	1.3361001470067022
SIN3A	#f4f9fe	1.147420646110171
SIPA1	#f1f7fd	1.2545848436123408
SIPA1L1	#f2f7fd	1.238495431609849
SIRPG	#cfe1f2	2.6552521175615507
SIRT4	#f6faff	1.0467132348720918
SIRT5	#eaf2fb	1.5472813558946243
SIVA1	#dce9f6	2.100303918452907
SIX2	#e5eff9	1.7268746719000116
SIX3	#ccdff1	2.7589899085928407
SIX5	#d9e7f5	2.24669011093416
SKIDA1	#f2f8fd	1.2144272071187794
SLAMF7	#d1e2f3	2.552668443183641
SLAMF8	#e7f0fa	1.671285815914038
SLC10A1	#f2f7fd	1.234331170130129
SLC10A3	#f5fafe	1.0905118022156617
SLC10A6	#f5fafe	1.0688705576551076
SLC10A7	#d5e5f4	2.3961866492702044
SLC11A1	#eff6fc	1.3263296686854447
SLC11A2	#f5fafe	1.0820582022623018
SLC12A3	#d7e6f5	2.294609250170185
SLC12A4	#d9e8f5	2.2030366841711686
SLC12A7	#e7f0fa	1.6701593213113846
SLC12A8	#e1edf8	1.8762384044990281
SLC16A4	#eaf2fb	1.5411444584743543
SLC16A5	#ebf3fb	1.4921288729441606
SLC17A5	#e3eef9	1.7952135508348932
SLC17A7	#e2edf8	1.872858261710662
SLC18A2	#e7f0fa	1.666690768963948
SLC1A1	#edf4fc	1.4340413333268296
SLC1A6	#f6faff	1.0554084440898048
SLC22A18AS	#f5fafe	1.091511885356397
SLC22A2	#e7f0fa	1.68207044182276
SLC22A23	#f5f9fe	1.1124850482039703
SLC22A5	#eff6fc	1.33969149964792
SLC22A8	#e1edf8	1.9009170972429503
SLC24A1	#eaf3fb	1.5046899403101341
SLC24A4	#f2f7fd	1.2219047461950208
SLC25A14	#f7fbff	1.0303604215947548
SLC25A23	#f5fafe	1.0636731378271278
SLC25A27	#f0f6fd	1.3088650352131186
SLC25A29	#eef5fc	1.3441096942507833
SLC25A3	#dae8f6	2.158538092206294
SLC25A31	#f4f9fe	1.1413855869224334
SLC25A34	#ddeaf7	2.0529201239109085
SLC25A36	#ecf4fb	1.4414959214432315
SLC25A37	#f5f9fe	1.1141268021699138
SLC25A38	#f3f8fe	1.1740414443478815
SLC25A42	#eff6fc	1.3348815755943906
SLC25A43	#cadef0	2.8166696329019674
SLC25A5	#c7dbef	2.9946036005348526
SLC26A1	#eff6fc	1.335134143676715
SLC26A3	#eff6fc	1.3245905252441286
SLC26A4	#f1f7fd	1.2629134580858814
SLC26A7	#e5eff9	1.7198673512984288
SLC27A1	#eef5fc	1.3800582955509992
SLC28A2	#f7fbff	1.0072993387354943
SLC29A2	#e5eff9	1.7281035923134966
SLC2A2	#dfecf7	1.9680732879757252
SLC2A3	#f4f9fe	1.1272582154265325
SLC2A5	#e2edf8	1.8617585476716159
SLC2A7	#eff6fc	1.3363968675813769
SLC2A8	#aed1e7	3.6216236489665503
SLC30A2	#cbdef1	2.8082445402673093
SLC31A2	#d0e1f2	2.6240352789541417
SLC34A1	#ebf3fb	1.4839403932783872
SLC35A3	#f6faff	1.0477824841253693
SLC35F5	#e2edf8	1.8483161283969671
SLC35G1	#f5fafe	1.0802366260398086
SLC35G2	#f2f7fd	1.2233939715673994
SLC35G3	#f6faff	1.0464709452811514
SLC35G5	#f7fbff	1.020551441940223
SLC35G6	#f3f8fe	1.1864461984119288
SLC36A4	#eef5fc	1.347216488571695
SLC37A2	#c2d9ee	3.10763783445889
SLC37A3	#d8e7f5	2.2746139455102767
SLC38A7	#d4e4f4	2.4331815622763338
SLC39A11	#e7f0fa	1.6804557345824835
SLC39A14	#e5eff9	1.743452351048842
SLC39A3	#ebf3fb	1.4957434135502738
SLC39A4	#deebf7	2.0145838578427693
SLC40A1	#ecf4fb	1.4649133635010627
SLC41A1	#ebf3fb	1.4928269882630794
SLC44A4	#f2f8fd	1.2160496089132478
SLC45A1	#e5eff9	1.7204256414996457
SLC45A3	#eaf3fb	1.512271785485046
SLC46A3	#f3f8fe	1.1735175330911334
SLC4A1	#f2f7fd	1.2247698517983148
SLC4A2	#eaf3fb	1.5119559441482093
SLC4A3	#f4f9fe	1.1348773179550324
SLC4A7	#e2edf8	1.8456400899810483
SLC52A1	#dce9f6	2.107700846488194
SLC52A2	#f6faff	1.056368358354062
SLC52A3	#f3f8fe	1.1807319109799004
SLC5A1	#dceaf6	2.077075193809092
SLC5A11	#e8f1fa	1.6228774878268482
SLC5A12	#eff6fc	1.3178791710822377
SLC5A3	#ecf4fb	1.4488009552293817
SLC5A5	#f2f8fd	1.188768418599052
SLC6A11	#deebf7	2.020280231268038
SLC6A17	#dfebf7	1.9794118170306065
SLC6A18	#deebf7	2.0273250253210873
SLC6A3	#e3eef9	1.80444597457824
SLC6A4	#ecf4fb	1.451511300157847
SLC6A7	#e8f1fa	1.5995702925011261
SLC7A6OS	#dfecf7	1.9608890099562941
SLC8A3	#e7f1fa	1.6265955752435919
SLC9A3R1	#e6f0f9	1.7022595660073605
SLC9A6	#95c5df	4.161634874901441
SLC9A7	#f7fbff	1.028540201198275
SLC9A8	#e0ecf8	1.9305776968520216
SLC9C1	#e1edf8	1.8902080982167295
SLCO1A2	#eaf3fb	1.513936097361161
SLCO1B1	#eaf2fb	1.5421647427420577
SLCO2A1	#d0e1f2	2.5938569563873775
SLCO3A1	#c9ddf0	2.9012716235463656
SLCO4C1	#f4f9fe	1.1403006245050218
SLFN11	#e7f0fa	1.6628269580069874
SLFN13	#c7dcef	2.9523636041628865
SLFN14	#abd0e6	3.6740853959833215
SLIT3	#dfebf7	1.9731285002121823
SLITRK1	#f2f7fd	1.221466640196817
SLITRK2	#e9f2fa	1.5629717700809147
SLITRK5	#eef5fc	1.3598031760396225
SLITRK6	#e0ecf8	1.9152992169283412
SLPI	#caddf0	2.8464907326431823
SLURP1	#f2f7fd	1.2194780959221274
SLX4IP	#e4eff9	1.7509299167616228
SMAD2	#f2f8fd	1.1899177711960587
SMARCA1	#8dc1dd	4.3325684655750445
SMARCA2	#d9e7f5	2.245758050525759
SMARCB1	#f3f8fe	1.187009175992189
SMARCD1	#deebf7	2.0256558253005816
SMARCE1	#f6faff	1.043455882898457
SMC1B	#c7dbef	2.987292678253793
SMCO1	#e7f1fa	1.6344145347819885
SMCP	#ecf4fb	1.4496308808463791
SMIM1	#ddeaf7	2.044330614590449
SMIM10L1	#c6dbef	3.0027949317637437
SMIM14	#e7f0fa	1.6610948373943326
SMIM19	#edf4fc	1.4373050218276764
SMIM2	#ecf4fb	1.460161027785221
SMIM21	#d7e6f5	2.305251804540721
SMIM23	#e7f0fa	1.6734059768456244
SMIM9	#f2f8fd	1.2094736710662817
SMOX	#dae8f6	2.172177082882186
SMPD4	#f5f9fe	1.1211924568428362
SMPDL3B	#dfecf7	1.9401999983358102
SMPX	#eaf3fb	1.5277717942928821
SMURF1	#f2f8fd	1.1941753078417983
SMYD2	#f5f9fe	1.1086507411744628
SMYD3	#eef5fc	1.3698960093962844
SMYD5	#cee0f2	2.6654141950805985
SNAI1	#e1edf8	1.8910222316367904
SNAPC2	#cadef0	2.8218298522046203
SNCB	#d9e8f5	2.192417336092771
SND1	#eaf2fb	1.5318648923056988
SNIP1	#e6f0f9	1.700885678575032
SNN	#d9e8f5	2.2057260876806644
SNRNP35	#eef5fc	1.386179322492826
SNRNP48	#9fcae1	3.984157224618233
SNRPA	#cde0f1	2.7043579819451615
SNTB2	#e6f0f9	1.7111483105674186
SNTG2	#f3f8fe	1.1808855907986846
SNURF	#f4f9fe	1.1378782386422035
SNX1	#e1edf8	1.8971430829622369
SNX10	#dce9f6	2.124451702035862
SNX13	#f2f8fd	1.1882632120735983
SNX14	#c7dcef	2.954924742433922
SNX20	#eef5fc	1.3765249391551238
SNX22	#ddeaf7	2.0431217497092615
SNX24	#f2f7fd	1.2485844758695699
SNX25	#95c5df	4.17890322050273
SNX29	#e6f0f9	1.7032253666089612
SNX30	#eef5fc	1.3502731193430708
SNX6	#e0ecf8	1.9068043930120107
SOAT2	#eff6fc	1.3200853475459777
SOCS1	#f7fbff	1.0102121277657221
SOCS2	#f6faff	1.0339566075224855
SOCS3	#e3eef9	1.7979110298796286
SOGA1	#f5fafe	1.0914837492029112
SOGA3	#f3f8fe	1.171064903494537
SORBS3	#e3eef9	1.7971652481415148
SORCS3	#ddeaf7	2.053493163509022
SOS1	#cbdef1	2.8032292583402456
SOS2	#eaf3fb	1.5016994240609025
SOST	#f1f7fd	1.250132278525384
SOWAHA	#f1f7fd	1.2769553419475268
SOX10	#e1edf8	1.8962350793187002
SOX11	#d9e7f5	2.2455335187938426
SOX12	#b9d6ea	3.330513294598114
SOX14	#eef5fc	1.354209427860415
SOX3	#f1f7fd	1.257480459322946
SOX30	#d5e5f4	2.375224480895292
SOX7	#f2f7fd	1.2402487966858753
SOX8	#e3eef9	1.8119961571702843
SOX9	#f2f8fd	1.2121919906947176
SP110	#e5eff9	1.7254601771760498
SP2	#cadef0	2.8422100761319204
SP5	#ebf3fb	1.4827846843980437
SP7	#e8f1fa	1.6233438359558563
SP9	#e8f1fa	1.6108841586272187
SPACA5B	#eff6fc	1.338269995397603
SPACA7	#e9f2fa	1.577411720072575
SPAG4	#cbdef1	2.7846106821255585
SPAG5	#f5f9fe	1.1219226479980093
SPAG8	#eff6fc	1.3387515394463294
SPAM1	#e3eef8	1.8390001825121938
SPANXC	#e6f0f9	1.7123034137242052
SPANXD	#eaf3fb	1.5189863292507715
SPANXN1	#eaf2fb	1.5548865477850609
SPANXN4	#e7f1fa	1.6381999079565865
SPATA13	#e3eef8	1.8166422900892496
SPATA17	#e7f0fa	1.6831746272823414
SPATA20	#f5f9fe	1.1152581482069337
SPATA22	#d6e6f4	2.3142350711915354
SPATA24	#eef5fc	1.4005325399402224
SPATA2L	#edf4fc	1.4106246013035584
SPATA3	#edf4fc	1.4119792480130406
SPATA31A6	#d9e8f5	2.2149645063266856
SPATA4	#f1f7fd	1.2621173829530878
SPATA8	#dbe9f6	2.147244041817245
SPATS1	#f0f6fd	1.2874703112527792
SPATS2	#e0ecf8	1.9329973733994585
SPCS1	#bdd7ec	3.219120481687688
SPDEF	#f3f8fe	1.1869708194718775
SPDYA	#e0ecf8	1.9137897248108862
SPDYC	#f3f8fe	1.1790628435622945
SPECC1	#ecf4fb	1.461665526286045
SPECC1L	#eef5fc	1.3802012267672767
SPHK2	#f5f9fe	1.1056654718584462
SPHKAP	#f0f6fd	1.31187038685141
SPI1	#c2d9ee	3.113211410635713
SPIN2A	#f4f9fe	1.1520064182640697
SPIN2B	#f3f8fe	1.163231838892071
SPIN4	#d7e6f5	2.2862516810755675
SPINK13	#dfecf7	1.9425842603797092
SPINK14	#ccdff1	2.759100449357124
SPINK4	#9dcae1	4.005214737622571
SPINK6	#cddff1	2.7295038102349403
SPINK8	#f0f6fd	1.3001950608578539
SPINK9	#dbe9f6	2.130708816497549
SPINT1	#eaf2fb	1.5454673540784634
SPINT2	#c7dbef	2.986360261779873
SPIRE1	#f0f6fd	1.3108547687924186
SPOCK1	#dbe9f6	2.139816498297974
SPOCK2	#e8f1fa	1.623985828670704
SPOCK3	#f7fbff	1.0059418149670663
SPON1	#d3e4f3	2.45501653715134
SPOP	#d6e6f4	2.338806469010256
SPOPL	#eaf3fb	1.5209197886798038
SPP2	#add0e6	3.629641272171156
SPPL2A	#e5eff9	1.7315876211999608
SPR	#dceaf6	2.0874546671151393
SPRR1A	#ecf4fb	1.4674637150078478
SPRR2A	#eff6fc	1.3138010132287996
SPRR3	#eaf3fb	1.5105309014278396
SPRY1	#e7f1fa	1.6254942473417493
SPRY2	#eaf3fb	1.5133178989988851
SPRY4	#f1f7fd	1.2518883879134715
SPRYD4	#e7f1fa	1.6466718596613457
SPSB3	#f6faff	1.037781227625983
SPSB4	#dfecf7	1.9467603220541088
SPTA1	#f7fbff	1.0131271080053497
SPTBN1	#cddff1	2.7229505798706137
SPTLC2	#e0ecf8	1.9356556499687887
SPTY2D1	#f2f8fd	1.1889168913722745
SPZ1	#ccdff1	2.7742408588805825
SQLE	#cadef0	2.8172960070383395
SQSTM1	#f0f6fd	1.2876931664794111
SRA1	#f5f9fe	1.1086075771106834
SRD5A1	#e7f1fa	1.6400447767338417
SRD5A2	#f4f9fe	1.1407037802808468
SREBF2	#eef5fc	1.3644579908442847
SRGAP1	#f3f8fe	1.156969048314492
SRM	#dbe9f6	2.135873515232393
SRP54	#bfd8ed	3.1708808810282365
SRPRB	#ddeaf7	2.032046080178674
SRPX	#edf4fc	1.4303501364705946
SRPX2	#e0ecf8	1.934896771539231
SRRM4	#f2f7fd	1.2383285847522358
SRSF10	#e4eff9	1.7546816740014075
SRSF9	#b5d4e9	3.4290845087266586
SRY	#f2f7fd	1.2360770026134205
SS18	#ecf4fb	1.4507929345214126
SSH1	#eaf2fb	1.5544206948526882
SSR1	#dceaf6	2.079584960068367
SSTR2	#f2f8fd	1.2010299824035522
SSX1	#cde0f1	2.7009530981432697
SSX2	#f7fbff	1.0012859442391977
SSX2B	#dfebf7	1.9882868844964523
SSX2IP	#f4f9fe	1.1478719052768813
SSX4	#c9ddf0	2.903024279862632
SSX4B	#f0f6fd	1.298058813102093
ST14	#dfebf7	1.9734486954719181
ST3GAL4	#eef5fc	1.356254875481737
ST6GAL1	#d3e4f3	2.4611146970570763
ST8SIA3	#eef5fc	1.3648091944527307
ST8SIA5	#deebf7	2.0056109398359596
STAG2	#d7e6f5	2.3013229291583572
STAM2	#d5e5f4	2.4001345143369632
STAMBP	#edf4fc	1.4073548770316093
STARD3	#e6f0f9	1.7086870692013365
STARD7	#e8f1fa	1.5947491236340818
STAT3	#e8f1fa	1.6202699038878259
STAT5A	#e8f1fa	1.5972343151428343
STAT5B	#e8f1fa	1.6086893628638865
STATH	#eaf3fb	1.5162224355120633
STAU1	#dfecf7	1.965501601333077
STAU2	#eff6fc	1.3230571687172394
STBD1	#dfecf7	1.9635579830582874
STC1	#e3eef9	1.8024983022897119
STEAP3	#dfebf7	1.9935277431588667
STIM1	#ccdff1	2.7756023975949695
STK10	#e9f2fa	1.5819677034679014
STK17B	#f1f7fd	1.2722172712923794
STK24	#eff6fc	1.3163971050358896
STK25	#ecf4fb	1.446131101552675
STK3	#e0ecf8	1.9365279511657263
STK32B	#ddeaf7	2.0483131574195803
STK36	#f1f7fd	1.2534622247651253
STK38L	#f7fbff	1.0231704034685798
STK39	#b3d3e8	3.4703869170515462
STK40	#ecf4fb	1.449543181554068
STMND1	#edf4fc	1.4111476840993755
STOML3	#edf4fc	1.4244241512161961
STOX1	#f4f9fe	1.1450614627825673
STPG1	#d9e8f5	2.205404382115485
STRC	#e4eff9	1.7740236194979584
STRIP2	#eef5fc	1.3792629413187878
STS	#e7f1fa	1.634493327672779
STX10	#c9ddf0	2.902195266655871
STX11	#eaf3fb	1.5015939394606408
STX2	#caddf0	2.8648228202881922
STXBP3	#f7fbff	1.0288463905125003
STXBP6	#e9f2fa	1.5810755896418351
STYX	#eef5fc	1.3674276126842695
STYXL1	#edf4fc	1.4200102227020175
SUCLG2	#e5eff9	1.7418628938627276
SUGP2	#dce9f6	2.1140427557920605
SULT2A1	#dce9f6	2.0940429579126247
SUMF2	#cee0f2	2.662217524480739
SUMO3	#e3eef8	1.8371691381933994
SUMO4	#f7fbff	1.0015856162522507
SUPT16H	#ebf3fb	1.4839432018306578
SUPT20H	#e9f2fa	1.5827374581138058
SUPT20HL1	#c1d9ed	3.152478506763027
SURF2	#caddf0	2.8683786698680014
SUSD1	#deebf7	2.008526539900771
SUSD3	#ecf4fb	1.4449480180154317
SUV39H2	#f1f7fd	1.2576103031314163
SVIP	#f6faff	1.0330576748917026
SWT1	#d8e7f5	2.271916114812516
SYCE1	#ecf4fb	1.458436365739924
SYCE1L	#e3eef8	1.830655236931359
SYCE2	#e2edf8	1.8444303954803385
SYCP1	#dceaf6	2.067842987135737
SYK	#eef5fc	1.3782665308343072
SYN1	#d3e3f3	2.4980748908853543
SYNGR2	#eff6fc	1.3192095331049356
SYNJ1	#d0e2f2	2.5870928360081638
SYNM	#dceaf6	2.0645089362762423
SYPL1	#e3eef8	1.8227861529344165
SYT10	#ddeaf7	2.0580655387866944
SYT11	#f2f8fd	1.2013905359292907
SYT13	#eef5fc	1.3514297390804715
SYT14	#f5f9fe	1.1018392512981636
SYT15	#e7f0fa	1.6640650411839226
SYT16	#d4e4f4	2.4094843266668478
SYT17	#e0ecf8	1.9193104914996508
SYT4	#d6e5f4	2.3596279662280475
SYT5	#d5e5f4	2.3878001036361924
TAAR6	#d6e5f4	2.371159624216563
TAAR8	#ebf3fb	1.495297836357567
TAAR9	#eaf3fb	1.5212265631806507
TAB1	#d2e3f3	2.509182744261249
TAC3	#d6e6f4	2.3191095001633597
TAC4	#d1e2f3	2.546226321649211
TACC2	#ccdff1	2.7803483786972683
TACC3	#a6cee4	3.786742397313989
TADA1	#dfebf7	1.9702891192974232
TAF1D	#e0ecf8	1.9215458143927067
TAF1L	#c3daee	3.0911048965494845
TAF6L	#ebf3fb	1.4911196434871918
TAF7L	#c4daee	3.0446246580044702
TAF9	#e8f1fa	1.5985965694774593
TAF9B	#e7f0fa	1.6846538264193613
TAL1	#eef5fc	1.3788863319626437
TAL2	#eef5fc	1.3499929367261023
TANC2	#f6faff	1.0357126113702708
TANGO2	#c9ddf0	2.8965023922053246
TANK	#dfecf7	1.9609022519146964
TAOK1	#e8f1fa	1.6055354762129486
TAP2	#f6faff	1.0617413621164913
TAPT1	#eaf3fb	1.505192880826468
TARBP1	#eff6fc	1.334377093055473
TARBP2	#eff6fc	1.3130318198869855
TARM1	#f4f9fe	1.1327861892394802
TARP	#dfebf7	1.991715416773215
TARS	#f7fbff	1.0037744972263278
TAS1R1	#c4daee	3.0406631455989657
TAS2R30	#d0e1f2	2.6195328023447972
TAS2R31	#e7f0fa	1.6676678726112526
TAS2R46	#dfebf7	1.9812064986423743
TAS2R50	#f1f7fd	1.2759704999713806
TAS2R60	#d7e6f5	2.2917079332686123
TAS2R7	#deebf7	2.0204207368091387
TASP1	#c3daee	3.074824260579121
TAT	#edf4fc	1.4261816473025524
TATDN3	#f5fafe	1.0760366985736376
TAX1BP3	#deebf7	2.0180565854614456
TBC1D1	#e9f2fa	1.5637305535541162
TBC1D10B	#e1edf8	1.9053848157873976
TBC1D10C	#dceaf6	2.0709540036362357
TBC1D14	#f3f8fe	1.1821280674894457
TBC1D16	#f6faff	1.0582737064990841
TBC1D22B	#aed1e7	3.6246080546639514
TBC1D25	#d0e2f2	2.565721532444838
TBC1D28	#e8f1fa	1.620758874169491
TBC1D2B	#f7fbff	1.0297590315358935
TBC1D30	#e3eef8	1.827956423616999
TBC1D31	#8fc2de	4.284226704127915
TBC1D32	#ebf3fb	1.4996090107021582
TBC1D7	#f5fafe	1.0700538998723963
TBC1D8B	#e8f1fa	1.6107245367810816
TBCEL	#f3f8fe	1.1690166659035672
TBPL1	#e7f0fa	1.6858869762025672
TBR1	#c2d9ee	3.120588387476774
TBRG1	#ddeaf7	2.035451411789042
TBX21	#dceaf6	2.067219960704799
TBX22	#f6faff	1.043131841355879
TBX3	#bcd7eb	3.269855878442455
TBX4	#eff6fc	1.3361052133450515
TBXA2R	#f4f9fe	1.1552397064513913
TBXAS1	#f1f7fd	1.2761422218679512
TCAF2	#f3f8fe	1.171461712867636
TCEAL4	#deebf7	2.0005996627352625
TCEANC	#eef5fc	1.405527541181451
TCEB3	#f5fafe	1.0766721089051923
TCEB3B	#e4eff9	1.7716570736958688
TCEB3C	#f2f8fd	1.1943378979658286
TCERG1	#c6dbef	3.020157344380765
TCF15	#e4eff9	1.7616967107954176
TCF21	#eef5fc	1.3477884598725975
TCF3	#f6faff	1.036728567445943
TCF7	#ecf4fb	1.4389623129071483
TCFL5	#f3f8fe	1.1654573428068158
TCHHL1	#f1f7fd	1.2677403825947324
TCHP	#f0f6fd	1.3053303543085675
TCL1B	#eef5fc	1.3506588438330827
TCP10	#e9f2fa	1.5731041209694447
TCP11	#dfecf7	1.9487160792320914
TCTN1	#d8e7f5	2.2663428685153337
TDP2	#cadef0	2.8321742491951807
TDRD10	#d0e2f2	2.5668110954959853
TDRD7	#e8f1fa	1.6238684025953765
TDRD9	#e5eff9	1.7393512519556458
TDRP	#f6faff	1.0502485811125806
TEAD2	#f2f8fd	1.189396259069184
TEF	#d4e4f4	2.4156016806992717
TEFM	#ddeaf7	2.051405615887467
TEKT2	#e1edf8	1.9059410797864749
TEKT5	#d1e2f3	2.5606889898316902
TENM3	#f1f7fd	1.267974275623547
TENM4	#a4cce3	3.8604448074693396
TEPP	#eff6fc	1.3128316848896855
TERT	#ddeaf7	2.0455132344161044
TESK2	#afd1e7	3.589191381870262
TET1	#d2e3f3	2.5171319796315768
TEX12	#ebf3fb	1.4702205170337717
TEX13A	#f6faff	1.045974974723929
TEX15	#e7f1fa	1.6537895736104082
TEX19	#e1edf8	1.8935299061434456
TEX22	#f6faff	1.034600127498059
TEX261	#9dcae1	4.008487245463405
TEX30	#f2f7fd	1.2354658796748148
TEX43	#dceaf6	2.0782452594580816
TF	#ccdff1	2.7705895873710245
TFAP2B	#eff6fc	1.3314553953321604
TFAP4	#ddeaf7	2.0385909304700105
TFB2M	#ecf4fb	1.4407746046841554
TFCP2L1	#f7fbff	1.004558731987
TFE3	#e5eff9	1.7218264016261295
TFEB	#dce9f6	2.1204682659940293
TFEC	#d7e6f5	2.2945903831683427
TFPI2	#ecf4fb	1.442417075780576
TGDS	#ebf3fb	1.4752094309287278
TGFBR3L	#f2f8fd	1.2121757680342524
TGIF2-C20orf24	#d5e5f4	2.393676388302716
TGM2	#ecf4fb	1.4572620899355502
TGM3	#f1f7fd	1.2519817894692067
TGM4	#ebf3fb	1.492850556155451
TGM7	#dfecf7	1.9653170213674565
THAP5	#ddeaf7	2.0568301047282413
THAP6	#cbdef1	2.8108887792883404
THAP9	#d5e5f4	2.4004884915296003
THBS4	#eff6fc	1.3399862941688063
THEG	#f4f9fe	1.1344786797572062
THEM4	#f2f7fd	1.2250560868981417
THEM5	#dfebf7	1.988524961488983
THEMIS2	#e8f1fa	1.61124069202061
THNSL1	#eaf2fb	1.5462356211987092
THOC5	#eef5fc	1.346806791417814
THOC7	#deebf7	2.019640598588351
THRAP3	#e7f0fa	1.6663382261305024
THSD1	#eaf3fb	1.5078958717776452
THSD4	#e3eef8	1.8158671418290941
THUMPD1	#e1edf8	1.8785830635431102
THUMPD3	#e8f1fa	1.6169594448529163
THY1	#e7f1fa	1.6447402182113469
TIAF1	#f6faff	1.0622344718305685
TIAL1	#ebf3fb	1.4864122270381581
TICAM1	#ddeaf7	2.038728495022238
TIFA	#f3f8fe	1.1743564004884584
TIFAB	#eef5fc	1.3481616047827965
TIGAR	#edf4fc	1.4309211546806022
TIMD4	#ecf4fb	1.4658826636575748
TIMM13	#cfe1f2	2.6307586566358285
TIMM17A	#f2f7fd	1.2275484952412359
TIMM50	#ecf4fb	1.44806199164601
TIMM8B	#ebf3fb	1.4877722276547494
TIMMDC1	#d3e4f3	2.457997203184159
TIMP3	#f7fbff	1.0003860337941222
TIPARP	#f0f6fd	1.2965750746177207
TIRAP	#ecf4fb	1.4400117167098718
TLCD2	#deebf7	2.019195192845191
